n;Bn;Un;Ln;Cn;Dn;Dn-Cn
67000;305;24468;9;739353;988966;249613
67000;60;24655;7;743023;930786;187763
67000;104;24589;7;789670;1032386;242716
67000;349;24772;8;863157;987093;123936
67000;125;24554;8;841971;975967;133996
67000;32;24535;7;719807;1076110;356303
67000;210;24621;8;909303;911842;2539
67000;615;24691;7;719469;863661;144192
67000;352;24674;7;815354;1197819;382465
67000;318;24714;7;882967;1287180;404213
67000;187;24741;8;885973;950237;64264
67000;329;24651;8;697394;1046185;348791
67000;249;24643;7;777430;900472;123042
67000;358;24620;8;717498;956976;239478
67000;279;24669;7;817258;903836;86578
68000;131;25156;8;689666;955630;265964
68000;534;24991;8;796153;861566;65413
68000;326;25093;8;695467;910015;214548
68000;170;24914;7;815092;1030682;215590
68000;217;25011;7;995366;1168933;173567
68000;126;25016;8;840314;922401;82087
68000;510;25072;8;901976;913393;11417
68000;173;24953;7;783100;883014;99914
68000;272;25022;7;691266;1042535;351269
68000;374;25121;8;820366;1031860;211494
68000;126;25020;8;755477;1010509;255032
68000;259;25061;8;728732;988619;259887
68000;539;24860;7;783221;1002428;219207
68000;487;24983;8;901602;926836;25234
68000;180;25159;7;838841;928712;89871
68000;396;25101;7;778776;915360;136584
68000;51;25029;7;781502;913993;132491
68000;200;24961;7;969465;972430;2965
68000;314;24988;8;811052;962274;151222
68000;209;24998;7;841058;883935;42877
68000;309;24970;7;994331;1019314;24983
68000;253;24981;7;705170;856869;151699
68000;146;25141;7;721146;937017;215871
68000;314;25072;8;774511;861699;87188
68000;391;25050;8;673545;950717;277172
68000;15;24952;8;681180;853464;172284
68000;160;24930;8;744025;881011;136986
68000;611;24898;8;770507;991195;220688
68000;487;24763;8;834754;893827;59073
68000;366;25072;8;710611;941795;231184
68000;627;24977;7;855820;893661;37841
68000;702;25141;8;714355;959973;245618
68000;233;25094;7;715318;866113;150795
68000;61;24959;8;840074;1021588;181514
68000;187;25077;8;746985;852074;105089
68000;116;25090;7;802969;1054495;251526
68000;226;25066;8;684829;942726;257897
68000;186;24929;7;768096;956962;188866
68000;103;25004;8;757785;1031587;273802
68000;494;24918;7;921289;1067012;145723
68000;255;24967;7;675985;1086772;410787
68000;369;25013;7;826848;920073;93225
68000;474;25134;7;884191;996723;112532
68000;558;24892;8;889894;941532;51638
68000;256;24976;9;913377;984449;71072
68000;215;24987;7;685532;906389;220857
68000;489;24960;7;795373;1133623;338250
68000;358;24994;8;932960;961489;28529
68000;280;25095;8;793219;939332;146113
68000;230;25097;8;818883;972290;153407
69000;306;25423;8;695674;1108431;412757
69000;403;25426;8;1050098;1137978;87880
69000;141;25312;8;951382;1116074;164692
69000;357;25342;8;864141;978425;114284
69000;449;25300;7;848400;903483;55083
69000;108;25299;7;708483;1011024;302541
69000;226;25487;8;771993;949975;177982
69000;398;25396;7;728068;939999;211931
69000;278;25392;8;799750;894126;94376
69000;529;25322;8;933602;949974;16372
69000;415;25363;7;831507;914394;82887
69000;443;25334;7;898444;989643;91199
69000;234;25463;8;662484;1019606;357122
69000;508;25417;8;771943;915192;143249
69000;63;25358;7;665024;905600;240576
69000;355;25282;7;823868;998675;174807
69000;195;25426;7;792721;1008171;215450
69000;361;25568;7;760413;964133;203720
69000;829;25478;7;702878;883417;180539
69000;114;25490;8;750549;987993;237444
69000;282;25370;8;737759;1086255;348496
69000;373;25475;8;860838;1070888;210050
69000;450;25351;7;1014012;1137053;123041
69000;224;25389;8;890022;1000654;110632
69000;50;25383;7;737515;974753;237238
69000;188;25391;7;763329;1033194;269865
69000;192;25382;8;838576;918537;79961
69000;108;25396;8;736177;983019;246842
69000;215;25654;7;909421;941898;32477
69000;54;25499;7;868017;970608;102591
69000;449;25408;7;810242;939403;129161
69000;286;25484;9;934652;940325;5673
69000;590;25369;7;865405;922076;56671
69000;323;25516;8;809371;856993;47622
69000;194;25336;9;774250;880587;106337
69000;445;25260;8;889225;936269;47044
69000;177;25403;7;692940;860176;167236
69000;179;25325;8;823152;976343;153191
69000;166;25366;8;891782;909576;17794
69000;575;25430;7;779648;1049232;269584
69000;470;25371;8;846883;1010141;163258
69000;247;25334;7;728707;1131821;403114
69000;239;25383;7;823548;985226;161678
69000;264;25392;7;992103;1020415;28312
69000;228;25466;8;822567;1000049;177482
69000;375;25461;9;763606;1050024;286418
69000;345;25292;8;912919;987596;74677
69000;601;25369;7;818459;1010764;192305
69000;174;25305;7;723661;1085584;361923
69000;95;25490;8;782224;1153522;371298
70000;682;25958;7;771596;968637;197041
70000;671;25826;8;827749;904810;77061
70000;265;25713;8;793622;948621;154999
70000;208;25706;8;764228;1025571;261343
70000;331;25752;8;723546;1325799;602253
70000;45;25810;8;723311;979680;256369
70000;648;25674;7;802296;1084114;281818
70000;610;25821;7;781947;947850;165903
70000;462;25871;7;875673;1193787;318114
70000;439;25713;7;967876;1045871;77995
70000;433;25684;8;851185;1170759;319574
70000;473;25778;8;877257;917293;40036
70000;1031;25811;7;771638;922766;151128
70000;341;25728;8;723841;1019315;295474
70000;311;25639;9;889648;1087001;197353
70000;520;25803;7;682710;867723;185013
70000;332;25830;8;802973;1110569;307596
70000;268;25848;6;750645;911421;160776
70000;531;25774;7;781479;872635;91156
70000;468;25797;8;761365;992451;231086
70000;47;25796;8;733356;1035811;302455
70000;199;25782;9;761236;1114408;353172
70000;309;25746;8;797248;1177137;379889
70000;236;25832;7;814480;928099;113619
70000;504;25709;7;955184;1231783;276599
70000;487;25847;7;905979;1110320;204341
70000;614;25773;8;802375;964263;161888
70000;97;25682;10;1127095;1271203;144108
70000;153;25771;8;790615;941075;150460
70000;336;25766;7;741350;1041447;300097
70000;506;25749;8;699602;920962;221360
70000;586;25846;7;939714;1050466;110752
70000;262;25820;8;733346;1008880;275534
70000;249;25714;9;717403;898528;181125
70000;223;25803;7;878989;1038913;159924
70000;770;25829;9;857161;941365;84204
70000;453;25700;9;803032;1022301;219269
70000;339;25787;8;826053;918926;92873
70000;331;25736;7;748876;921672;172796
70000;331;25731;7;946842;959808;12966
70000;465;25800;8;740613;1266747;526134
70000;272;25755;8;711738;957597;245859
70000;439;25699;8;753091;1002071;248980
70000;505;25736;7;773025;901965;128940
70000;800;25687;7;842441;968078;125637
70000;269;25686;7;886887;1176724;289837
70000;432;25688;7;795738;1071158;275420
70000;344;25707;8;909854;1007892;98038
70000;231;25814;7;789053;953297;164244
70000;346;25649;9;711100;1051565;340465
71000;260;26138;8;761722;1059257;297535
71000;322;26123;7;767795;968997;201202
71000;106;26083;7;695722;915910;220188
71000;194;25992;7;757060;1036353;279293
71000;894;26035;9;768406;946070;177664
71000;136;26054;8;797439;1056490;259051
71000;161;26043;8;886998;993006;106008
71000;415;26102;8;860009;1111992;251983
71000;418;26249;7;673761;941985;268224
71000;570;26052;7;859593;947690;88097
71000;219;26221;7;845490;995481;149991
71000;258;26183;8;840923;929741;88818
71000;363;26048;7;715568;981634;266066
71000;506;26186;8;791702;1062891;271189
71000;209;26074;8;895510;985680;90170
71000;120;26007;8;825739;1038475;212736
71000;235;25987;9;916170;960783;44613
71000;607;26122;9;751876;1040333;288457
71000;329;26162;9;854682;1126469;271787
71000;79;26207;7;776902;1142499;365597
71000;588;26167;9;848565;894415;45850
71000;203;26180;8;1002857;1038040;35183
71000;653;26106;7;823745;932026;108281
71000;298;26168;7;820290;1031998;211708
71000;560;26102;8;757412;982419;225007
71000;165;26119;7;1036175;1198328;162153
71000;408;26132;8;717174;923147;205973
71000;223;26060;7;770854;1162914;392060
71000;151;26117;8;944266;1046470;102204
71000;238;25984;7;883316;1139480;256164
71000;225;26037;7;802522;976009;173487
71000;43;26200;8;915288;980535;65247
71000;392;26062;8;782578;1030281;247703
71000;123;26157;8;879242;1104938;225696
71000;269;26054;8;878873;1080141;201268
71000;188;26156;8;904221;1140192;235971
71000;399;26135;8;982847;1065474;82627
71000;129;26187;9;944772;1063082;118310
71000;272;26059;9;720462;973900;253438
71000;273;26125;8;837569;1034622;197053
71000;215;26151;9;818081;1055979;237898
71000;78;26168;7;740037;1085965;345928
71000;74;26019;7;897965;1163301;265336
71000;289;26045;7;764815;1256651;491836
71000;485;26049;7;774296;1025621;251325
71000;535;26108;7;837228;1164500;327272
71000;703;26119;7;837920;1112434;274514
71000;192;26134;8;917664;1206837;289173
71000;207;25984;7;968858;1081309;112451
71000;330;26148;7;887829;1039155;151326
72000;421;26466;8;812001;978679;166678
72000;395;26571;7;900239;1056803;156564
72000;490;26504;7;728930;991974;263044
72000;456;26428;8;890524;976042;85518
72000;125;26527;8;838974;913759;74785
72000;300;26407;7;922514;1035721;113207
72000;900;26395;8;816789;1019402;202613
72000;472;26502;9;764485;880554;116069
72000;354;26523;7;774988;852393;77405
72000;602;26575;7;777673;986304;208631
72000;14;26479;8;799193;1064438;265245
72000;501;26254;9;842784;1194844;352060
72000;410;26564;8;836469;1037164;200695
72000;104;26588;7;745840;1237419;491579
72000;355;26392;7;686467;930968;244501
72000;254;26460;8;787150;988308;201158
72000;307;26481;8;781442;1249292;467850
72000;277;26451;7;869636;983003;113367
72000;385;26523;8;858841;1112194;253353
72000;308;26313;8;713582;1073855;360273
72000;497;26479;7;757313;895613;138300
72000;550;26504;8;906667;1073197;166530
72000;415;26438;7;1008581;1117680;109099
72000;254;26580;8;1156487;1268476;111989
72000;813;26346;7;914904;1003873;88969
72000;289;26543;7;869606;953439;83833
72000;253;26507;7;856451;1079678;223227
72000;476;26437;9;824367;1167706;343339
72000;442;26474;7;817532;947200;129668
72000;251;26569;8;844207;1070540;226333
72000;125;26359;7;954072;983624;29552
72000;510;26475;8;821968;977940;155972
72000;713;26537;8;919209;970859;51650
72000;355;26519;7;1331161;1376088;44927
72000;48;26506;8;730452;996423;265971
72000;163;26592;8;836463;1064653;228190
72000;553;26507;8;828361;1127431;299070
72000;412;26479;8;808271;951006;142735
72000;389;26502;8;893814;948211;54397
72000;111;26454;8;757086;1046139;289053
72000;226;26400;7;806283;947741;141458
72000;379;26401;7;781348;989309;207961
72000;230;26443;8;821870;969564;147694
72000;342;26525;9;907730;1092447;184717
72000;165;26502;8;913467;1024934;111467
72000;384;26544;7;765387;1047015;281628
72000;253;26339;8;887469;1011372;123903
72000;410;26449;8;814725;984140;169415
72000;632;26510;8;963603;1028213;64610
72000;222;26464;7;752339;998681;246342
73000;357;26795;7;830912;992772;161860
73000;223;26969;8;873375;1012077;138702
73000;454;26922;8;914974;1076563;161589
73000;176;26839;8;895047;1046559;151512
73000;845;26801;9;874785;973236;98451
73000;187;26918;7;838429;1165078;326649
73000;106;26999;7;1006889;1161743;154854
73000;345;26897;7;915621;996143;80522
73000;521;27020;7;957709;1009479;51770
73000;244;26903;8;791846;934071;142225
73000;223;26873;7;766241;1117333;351092
73000;261;26846;9;1014652;1025038;10386
73000;122;26731;8;925975;1002337;76362
73000;173;26906;7;849037;1028655;179618
73000;430;26792;7;940233;1052050;111817
73000;105;26832;7;886086;1060506;174420
73000;406;26809;7;785759;985812;200053
73000;217;26842;7;787890;973248;185358
73000;542;26832;7;767749;950885;183136
73000;425;26726;7;806911;1065766;258855
73000;509;26860;9;834059;1115205;281146
73000;366;26793;9;751297;1096803;345506
73000;284;26869;7;817283;1199251;381968
73000;493;26849;7;822976;1074996;252020
73000;502;27089;9;878580;1071952;193372
73000;379;26782;8;847748;1122917;275169
73000;422;26851;8;842625;947873;105248
73000;192;26940;7;783740;1178165;394425
73000;587;26788;8;746673;943900;197227
73000;357;26850;7;944702;1083508;138806
73000;275;26756;7;870564;1178989;308425
73000;259;26891;7;794203;971477;177274
73000;343;26717;9;820526;1075686;255160
73000;233;26892;7;775131;1066655;291524
73000;159;26857;8;883786;960311;76525
73000;631;26866;8;804826;1042737;237911
73000;591;26702;7;916686;1014459;97773
73000;869;26697;8;871161;911435;40274
73000;354;26856;7;749977;1079452;329475
73000;337;26985;7;804136;1036036;231900
73000;415;26889;8;901738;1057595;155857
73000;206;26789;9;868630;1036095;167465
73000;755;26927;7;771457;996961;225504
73000;374;26815;7;1158750;1215293;56543
73000;482;26739;8;827266;1099850;272584
73000;291;26969;7;866730;1028948;162218
73000;82;26859;8;732077;961882;229805
73000;297;26866;7;860593;998674;138081
73000;456;26890;7;792211;1030212;238001
73000;50;26874;7;834589;1013397;178808
74000;71;27189;8;925235;1121433;196198
74000;539;27220;8;995473;1049334;53861
74000;323;27288;7;887356;986980;99624
74000;569;27266;7;719591;1052185;332594
74000;568;27346;9;800959;1148579;347620
74000;653;27243;7;862553;1169078;306525
74000;352;27243;8;993073;1173705;180632
74000;178;27298;7;885515;972527;87012
74000;201;27265;8;824890;1045847;220957
74000;347;27289;8;987251;1030996;43745
74000;518;27242;8;864811;1116040;251229
74000;651;27227;7;988829;1200071;211242
74000;388;27248;7;877264;1361377;484113
74000;118;27281;8;793867;1120698;326831
74000;68;27243;7;956751;1316152;359401
74000;365;27270;8;798015;1123627;325612
74000;450;27188;8;916654;1193133;276479
74000;57;27150;7;852350;1025362;173012
74000;81;27338;8;830961;1158167;327206
74000;233;27133;7;915577;1008658;93081
74000;367;27251;8;824221;1123374;299153
74000;264;27350;7;907716;997737;90021
74000;549;27278;7;1017354;1169732;152378
74000;583;27123;7;792520;999168;206648
74000;290;27272;7;913168;1522922;609754
74000;961;27451;8;927204;1222427;295223
74000;446;27191;7;748500;972225;223725
74000;544;27220;8;724930;1044746;319816
74000;199;27321;7;1121892;1139138;17246
74000;532;27128;7;870861;964650;93789
74000;166;27330;7;743777;1193039;449262
74000;168;27163;7;766260;868171;101911
74000;253;27226;8;938038;966302;28264
74000;715;27285;8;1271322;1307583;36261
74000;51;27337;8;839386;1071690;232304
74000;356;26991;7;865201;1028113;162912
74000;171;27276;8;876532;1178355;301823
74000;98;27296;8;833448;1198647;365199
74000;425;27022;8;817206;1040663;223457
74000;166;27138;7;906260;1239460;333200
74000;533;27101;6;833286;1116263;282977
74000;245;27269;8;768225;891034;122809
74000;388;27250;8;811057;1258135;447078
74000;282;27107;7;885368;1018427;133059
74000;522;27461;8;963698;1192719;229021
74000;807;27353;8;702535;985363;282828
74000;656;27214;7;1203023;1250088;47065
74000;390;27228;8;983078;1128121;145043
74000;204;27251;8;1042206;1146439;104233
74000;414;27169;7;729707;968207;238500
75000;209;27426;7;793801;1217481;423680
75000;589;27715;8;965484;991063;25579
75000;269;27647;8;1013726;1219719;205993
75000;437;27525;7;884260;1007289;123029
75000;361;27661;7;804341;1063142;258801
75000;185;27469;8;1023721;1068848;45127
75000;462;27580;7;852363;1124848;272485
75000;286;27669;8;883882;1151045;267163
75000;248;27569;7;764758;1114661;349903
75000;182;27534;7;977305;1125835;148530
75000;711;27576;8;833958;1011339;177381
75000;288;27591;7;895224;1070460;175236
75000;251;27707;7;800215;1227991;427776
75000;241;27561;8;1037998;1255470;217472
75000;153;27696;7;751471;961559;210088
75000;51;27558;8;786126;1098950;312824
75000;483;27675;7;1236513;1261530;25017
75000;912;27562;8;1034025;1149564;115539
75000;322;27574;7;897354;1060740;163386
75000;301;27572;9;805440;1044758;239318
75000;281;27662;7;797270;1015248;217978
75000;201;27721;8;967563;1288384;320821
75000;405;27719;8;1088845;1216272;127427
75000;291;27445;7;888626;1129509;240883
75000;449;27656;7;827431;1058408;230977
75000;450;27602;8;822809;1025018;202209
75000;498;27554;8;876645;1037826;161181
75000;469;27571;8;913015;965854;52839
75000;486;27698;9;1200213;1217690;17477
75000;235;27659;8;964860;1065909;101049
75000;238;27477;8;872162;987628;115466
75000;110;27451;7;905028;1302154;397126
75000;573;27456;9;778772;1135447;356675
75000;186;27613;8;758723;1183915;425192
75000;180;27606;7;932793;1037867;105074
75000;292;27517;7;770552;1000960;230408
75000;180;27477;7;956423;1200548;244125
75000;435;27546;7;858214;1179507;321293
75000;350;27543;8;746346;1097807;351461
75000;383;27724;8;837805;1249356;411551
75000;247;27435;7;908750;941368;32618
75000;475;27647;8;884189;1208083;323894
75000;33;27670;8;844656;1148439;303783
75000;331;27498;8;935499;1225135;289636
75000;248;27461;7;834258;946794;112536
75000;268;27548;8;820810;1183419;362609
75000;380;27642;7;951854;1214143;262289
75000;372;27618;7;779993;1167604;387611
75000;241;27629;10;867817;946870;79053
75000;248;27563;8;783303;1090405;307102
76000;283;28044;8;795745;1058649;262904
76000;337;27922;7;851676;1101890;250214
76000;714;27873;7;770327;1054433;284106
76000;408;27906;8;885670;1084660;198990
76000;277;27938;7;1007349;1159002;151653
76000;144;27951;8;791204;1149332;358128
76000;238;27980;7;1052927;1180462;127535
76000;305;27952;9;1042558;1138773;96215
76000;354;27940;8;914048;1119830;205782
